# output/volt_dump.csv run at 2018-03-01 00:00:00 PST on 578 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
meter_170,-58.153081,103.808561,-58.159887,103.810163,0.000000,0.000000
meter_171,-58.153081,103.808561,-58.159887,103.810163,0.000000,0.000000
node_63A,119.361880,-1.396594,119.366701,-1.391483,0.000000,0.000000
meter_172,119.361880,-1.396594,119.366701,-1.391483,0.000000,0.000000
meter_173,119.361880,-1.396594,119.366701,-1.391483,0.000000,0.000000
meter_174,119.361880,-1.396594,119.366701,-1.391483,0.000000,0.000000
meter_175,119.361880,-1.396594,119.366701,-1.391483,0.000000,0.000000
node_64B,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_176,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_177,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_178,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_179,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_180,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_181,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
meter_182,-60.448165,-102.620638,-60.444594,-102.632359,0.000000,0.000000
node_65A,119.372666,-1.370328,119.376283,-1.366494,0.000000,0.000000
meter_183,119.372666,-1.370328,119.376283,-1.366494,0.000000,0.000000
meter_184,119.372666,-1.370328,119.376283,-1.366494,0.000000,0.000000
meter_185,119.372666,-1.370328,119.376283,-1.366494,0.000000,0.000000
node_65B,-60.344488,-102.801314,-60.342951,-102.806343,0.000000,0.000000
meter_186,-60.344488,-102.801314,-60.342951,-102.806343,0.000000,0.000000
meter_187,-60.344488,-102.801314,-60.342951,-102.806343,0.000000,0.000000
meter_188,-60.344488,-102.801314,-60.342951,-102.806343,0.000000,0.000000
node_65C,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_189,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_190,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_191,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_192,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_193,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_194,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
meter_195,-57.893781,103.695139,-57.905657,103.697933,0.000000,0.000000
node_66C,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_196,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_197,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_198,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_199,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_200,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_201,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
meter_202,-57.876432,103.674562,-57.888304,103.677354,0.000000,0.000000
node_68A,125.310018,-1.485043,125.312718,-1.482396,0.000000,0.000000
meter_203,125.310018,-1.485043,125.312718,-1.482396,0.000000,0.000000
meter_204,125.310018,-1.485043,125.312718,-1.482396,0.000000,0.000000
node_69A,125.222350,-1.595243,125.227747,-1.589958,0.000000,0.000000
meter_205,125.222350,-1.595243,125.227747,-1.589958,0.000000,0.000000
meter_206,125.222350,-1.595243,125.227747,-1.589958,0.000000,0.000000
meter_207,125.222350,-1.595243,125.227747,-1.589958,0.000000,0.000000
meter_208,125.222350,-1.595243,125.227747,-1.589958,0.000000,0.000000
node_70A,125.252084,-1.528771,125.254783,-1.526126,0.000000,0.000000
meter_209,125.252084,-1.528771,125.254783,-1.526126,0.000000,0.000000
meter_210,125.252084,-1.528771,125.254783,-1.526126,0.000000,0.000000
node_71A,125.184721,-1.623621,125.190116,-1.618337,0.000000,0.000000
meter_211,125.184721,-1.623621,125.190116,-1.618337,0.000000,0.000000
meter_212,125.184721,-1.623621,125.190116,-1.618337,0.000000,0.000000
meter_213,125.184721,-1.623621,125.190116,-1.618337,0.000000,0.000000
meter_214,125.184721,-1.623621,125.190116,-1.618337,0.000000,0.000000
node_73C,-59.831384,107.055203,-59.838464,107.057067,0.000000,0.000000
meter_215,-59.831384,107.055203,-59.838464,107.057067,0.000000,0.000000
meter_216,-59.831384,107.055203,-59.838464,107.057067,0.000000,0.000000
meter_217,-59.831384,107.055203,-59.838464,107.057067,0.000000,0.000000
meter_218,-59.831384,107.055203,-59.838464,107.057067,0.000000,0.000000
node_74C,-59.791030,107.038055,-59.798107,107.039917,0.000000,0.000000
meter_219,-59.791030,107.038055,-59.798107,107.039917,0.000000,0.000000
meter_220,-59.791030,107.038055,-59.798107,107.039917,0.000000,0.000000
meter_221,-59.791030,107.038055,-59.798107,107.039917,0.000000,0.000000
meter_222,-59.791030,107.038055,-59.798107,107.039917,0.000000,0.000000
node_75C,-59.767970,107.028253,-59.775045,107.030115,0.000000,0.000000
meter_223,-59.767970,107.028253,-59.775045,107.030115,0.000000,0.000000
meter_224,-59.767970,107.028253,-59.775045,107.030115,0.000000,0.000000
meter_225,-59.767970,107.028253,-59.775045,107.030115,0.000000,0.000000
meter_226,-59.767970,107.028253,-59.775045,107.030115,0.000000,0.000000
node_76A,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_227,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_228,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_229,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_230,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_231,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_232,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_233,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_234,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_235,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
meter_236,125.084001,-1.858004,125.097492,-1.844831,0.000000,0.000000
node_76B,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_237,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_238,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_239,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_240,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_241,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_242,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
meter_243,-60.931073,-103.192266,-60.927544,-103.204122,0.000000,0.000000
node_76C,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_244,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_245,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_246,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_247,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_248,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_249,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
meter_250,-59.714545,107.071390,-59.726926,107.074658,0.000000,0.000000
node_77B,-60.867381,-103.313785,-60.865358,-103.320565,0.000000,0.000000
meter_251,-60.867381,-103.313785,-60.865358,-103.320565,0.000000,0.000000
meter_252,-60.867381,-103.313785,-60.865358,-103.320565,0.000000,0.000000
meter_253,-60.867381,-103.313785,-60.865358,-103.320565,0.000000,0.000000
meter_254,-60.867381,-103.313785,-60.865358,-103.320565,0.000000,0.000000
node_79A,125.226430,-1.631329,125.231829,-1.626045,0.000000,0.000000
meter_255,125.226430,-1.631329,125.231829,-1.626045,0.000000,0.000000
meter_256,125.226430,-1.631329,125.231829,-1.626045,0.000000,0.000000
meter_257,125.226430,-1.631329,125.231829,-1.626045,0.000000,0.000000
meter_258,125.226430,-1.631329,125.231829,-1.626045,0.000000,0.000000
node_80B,-60.865586,-103.304318,-60.863564,-103.311097,0.000000,0.000000
meter_259,-60.865586,-103.304318,-60.863564,-103.311097,0.000000,0.000000
meter_260,-60.865586,-103.304318,-60.863564,-103.311097,0.000000,0.000000
meter_261,-60.865586,-103.304318,-60.863564,-103.311097,0.000000,0.000000
meter_262,-60.865586,-103.304318,-60.863564,-103.311097,0.000000,0.000000
node_82A,125.230008,-1.656289,125.235408,-1.651005,0.000000,0.000000
meter_263,125.230008,-1.656289,125.235408,-1.651005,0.000000,0.000000
meter_264,125.230008,-1.656289,125.235408,-1.651005,0.000000,0.000000
meter_265,125.230008,-1.656289,125.235408,-1.651005,0.000000,0.000000
meter_266,125.230008,-1.656289,125.235408,-1.651005,0.000000,0.000000
node_83C,-59.873112,107.070658,-59.876654,107.071589,0.000000,0.000000
meter_267,-59.873112,107.070658,-59.876654,107.071589,0.000000,0.000000
meter_268,-59.873112,107.070658,-59.876654,107.071589,0.000000,0.000000
node_84C,-59.822659,107.049097,-59.826199,107.050029,0.000000,0.000000
meter_269,-59.822659,107.049097,-59.826199,107.050029,0.000000,0.000000
meter_270,-59.822659,107.049097,-59.826199,107.050029,0.000000,0.000000
node_85C,-59.693832,107.033040,-59.700903,107.034904,0.000000,0.000000
meter_271,-59.693832,107.033040,-59.700903,107.034904,0.000000,0.000000
meter_272,-59.693832,107.033040,-59.700903,107.034904,0.000000,0.000000
meter_273,-59.693832,107.033040,-59.700903,107.034904,0.000000,0.000000
meter_274,-59.693832,107.033040,-59.700903,107.034904,0.000000,0.000000
node_86B,-60.854706,-103.350994,-60.853694,-103.354385,0.000000,0.000000
meter_275,-60.854706,-103.350994,-60.853694,-103.354385,0.000000,0.000000
meter_276,-60.854706,-103.350994,-60.853694,-103.354385,0.000000,0.000000
node_87B,-60.927097,-103.227859,-60.925079,-103.234636,0.000000,0.000000
meter_277,-60.927097,-103.227859,-60.925079,-103.234636,0.000000,0.000000
meter_278,-60.927097,-103.227859,-60.925079,-103.234636,0.000000,0.000000
meter_279,-60.927097,-103.227859,-60.925079,-103.234636,0.000000,0.000000
meter_280,-60.927097,-103.227859,-60.925079,-103.234636,0.000000,0.000000
node_88A,125.177622,-1.636165,125.183016,-1.630882,0.000000,0.000000
meter_281,125.177622,-1.636165,125.183016,-1.630882,0.000000,0.000000
meter_282,125.177622,-1.636165,125.183016,-1.630882,0.000000,0.000000
meter_283,125.177622,-1.636165,125.183016,-1.630882,0.000000,0.000000
meter_284,125.177622,-1.636165,125.183016,-1.630882,0.000000,0.000000
node_90B,-60.936739,-103.199123,-60.934722,-103.205898,0.000000,0.000000
meter_285,-60.936739,-103.199123,-60.934722,-103.205898,0.000000,0.000000
meter_286,-60.936739,-103.199123,-60.934722,-103.205898,0.000000,0.000000
meter_287,-60.936739,-103.199123,-60.934722,-103.205898,0.000000,0.000000
meter_288,-60.936739,-103.199123,-60.934722,-103.205898,0.000000,0.000000
node_92C,-59.847356,107.097081,-59.854439,107.098948,0.000000,0.000000
meter_289,-59.847356,107.097081,-59.854439,107.098948,0.000000,0.000000
meter_290,-59.847356,107.097081,-59.854439,107.098948,0.000000,0.000000
meter_291,-59.847356,107.097081,-59.854439,107.098948,0.000000,0.000000
meter_292,-59.847356,107.097081,-59.854439,107.098948,0.000000,0.000000
node_94A,125.163178,-1.647815,125.168572,-1.642534,0.000000,0.000000
meter_293,125.163178,-1.647815,125.168572,-1.642534,0.000000,0.000000
meter_294,125.163178,-1.647815,125.168572,-1.642534,0.000000,0.000000
meter_295,125.163178,-1.647815,125.168572,-1.642534,0.000000,0.000000
meter_296,125.163178,-1.647815,125.168572,-1.642534,0.000000,0.000000
node_95B,-60.900311,-103.285694,-60.899301,-103.289084,0.000000,0.000000
meter_297,-60.900311,-103.285694,-60.899301,-103.289084,0.000000,0.000000
meter_298,-60.900311,-103.285694,-60.899301,-103.289084,0.000000,0.000000
node_96B,-60.901120,-103.279395,-60.900110,-103.282785,0.000000,0.000000
meter_299,-60.901120,-103.279395,-60.900110,-103.282785,0.000000,0.000000
meter_300,-60.901120,-103.279395,-60.900110,-103.282785,0.000000,0.000000
node_98A,125.267927,-1.579731,125.273328,-1.574443,0.000000,0.000000
meter_301,125.267927,-1.579731,125.273328,-1.574443,0.000000,0.000000
meter_302,125.267927,-1.579731,125.273328,-1.574443,0.000000,0.000000
meter_303,125.267927,-1.579731,125.273328,-1.574443,0.000000,0.000000
meter_304,125.267927,-1.579731,125.273328,-1.574443,0.000000,0.000000
node_99B,-60.835998,-103.375292,-60.833974,-103.382075,0.000000,0.000000
meter_305,-60.835998,-103.375292,-60.833974,-103.382075,0.000000,0.000000
meter_306,-60.835998,-103.375292,-60.833974,-103.382075,0.000000,0.000000
meter_307,-60.835998,-103.375292,-60.833974,-103.382075,0.000000,0.000000
meter_308,-60.835998,-103.375292,-60.833974,-103.382075,0.000000,0.000000
node_100C,-59.876975,107.074586,-59.884058,107.076450,0.000000,0.000000
meter_309,-59.876975,107.074586,-59.884058,107.076450,0.000000,0.000000
meter_310,-59.876975,107.074586,-59.884058,107.076450,0.000000,0.000000
meter_311,-59.876975,107.074586,-59.884058,107.076450,0.000000,0.000000
meter_312,-59.876975,107.074586,-59.884058,107.076450,0.000000,0.000000
node_102C,-59.965916,107.053436,-59.969459,107.054366,0.000000,0.000000
meter_313,-59.965916,107.053436,-59.969459,107.054366,0.000000,0.000000
meter_314,-59.965916,107.053436,-59.969459,107.054366,0.000000,0.000000
node_103C,-59.827028,107.033224,-59.834106,107.035086,0.000000,0.000000
meter_315,-59.827028,107.033224,-59.834106,107.035086,0.000000,0.000000
meter_316,-59.827028,107.033224,-59.834106,107.035086,0.000000,0.000000
meter_317,-59.827028,107.033224,-59.834106,107.035086,0.000000,0.000000
meter_318,-59.827028,107.033224,-59.834106,107.035086,0.000000,0.000000
node_104C,-59.786669,107.016081,-59.793744,107.017942,0.000000,0.000000
meter_319,-59.786669,107.016081,-59.793744,107.017942,0.000000,0.000000
meter_320,-59.786669,107.016081,-59.793744,107.017942,0.000000,0.000000
meter_321,-59.786669,107.016081,-59.793744,107.017942,0.000000,0.000000
meter_322,-59.786669,107.016081,-59.793744,107.017942,0.000000,0.000000
node_106B,-60.857936,-103.357749,-60.855913,-103.364532,0.000000,0.000000
meter_323,-60.857936,-103.357749,-60.855913,-103.364532,0.000000,0.000000
meter_324,-60.857936,-103.357749,-60.855913,-103.364532,0.000000,0.000000
meter_325,-60.857936,-103.357749,-60.855913,-103.364532,0.000000,0.000000
meter_326,-60.857936,-103.357749,-60.855913,-103.364532,0.000000,0.000000
node_107B,-60.862597,-103.321514,-60.860574,-103.328294,0.000000,0.000000
meter_327,-60.862597,-103.321514,-60.860574,-103.328294,0.000000,0.000000
meter_328,-60.862597,-103.321514,-60.860574,-103.328294,0.000000,0.000000
meter_329,-60.862597,-103.321514,-60.860574,-103.328294,0.000000,0.000000
meter_330,-60.862597,-103.321514,-60.860574,-103.328294,0.000000,0.000000
node_109A,125.135885,-1.715789,125.141279,-1.710511,0.000000,0.000000
meter_331,125.135885,-1.715789,125.141279,-1.710511,0.000000,0.000000
meter_332,125.135885,-1.715789,125.141279,-1.710511,0.000000,0.000000
meter_333,125.135885,-1.715789,125.141279,-1.710511,0.000000,0.000000
meter_334,125.135885,-1.715789,125.141279,-1.710511,0.000000,0.000000
node_111A,125.138551,-1.669785,125.141247,-1.667145,0.000000,0.000000
meter_335,125.138551,-1.669785,125.141247,-1.667145,0.000000,0.000000
meter_336,125.138551,-1.669785,125.141247,-1.667145,0.000000,0.000000
node_112A,125.140392,-1.668386,125.143088,-1.665745,0.000000,0.000000
meter_337,125.140392,-1.668386,125.143088,-1.665745,0.000000,0.000000
meter_338,125.140392,-1.668386,125.143088,-1.665745,0.000000,0.000000
node_113A,125.047564,-1.782272,125.052952,-1.777000,0.000000,0.000000
meter_339,125.047564,-1.782272,125.052952,-1.777000,0.000000,0.000000
meter_340,125.047564,-1.782272,125.052952,-1.777000,0.000000,0.000000
meter_341,125.047564,-1.782272,125.052952,-1.777000,0.000000,0.000000
meter_342,125.047564,-1.782272,125.052952,-1.777000,0.000000,0.000000
node_114A,125.093478,-1.703710,125.096173,-1.701072,0.000000,0.000000
meter_343,125.093478,-1.703710,125.096173,-1.701072,0.000000,0.000000
meter_344,125.093478,-1.703710,125.096173,-1.701072,0.000000,0.000000
# output/volt_dump.csv run at 2018-03-01 00:01:00 PST on 578 nodes
node_name,voltA_real,voltA_imag,voltB_real,voltB_imag,voltC_real,voltC_imag
node_3,0.000000,0.000000,0.000000,0.000000,-1192.227302,2079.774118
node_8,2401.826619,-6.000404,-1201.114353,-2070.863310,-1183.881484,2080.331728
node_13,2398.727201,-10.799156,-1202.463232,-2069.328375,-1179.502755,2079.406505
node_14,2401.777100,0.000000,0.000000,0.000000,0.000000,0.000000
substation_meter,2401.777100,0.000000,0.000000,0.000000,0.000000,0.000000
node_15,0.000000,0.000000,0.000000,0.000000,-1178.589676,2078.982619
node_18,2395.831353,-15.983590,-1204.334939,-2068.067037,-1176.528545,2077.319358
node_21,2395.645465,-16.577991,-1204.358603,-2068.146598,-1176.030276,2077.036596
node_23,2395.530510,-17.137969,-1204.284424,-2068.383966,-1175.579748,2076.740865
node_25,2395.307016,-17.761811,-1204.279583,-2068.645286,-1175.301113,2076.419642
node_26,2395.261983,-17.997485,0.000000,0.000000,-1182.422561,2089.305334
node_27,2395.150383,-18.182958,0.000000,0.000000,-1182.460604,2089.238870
node_36,2394.553750,-17.473332,-1205.205528,-2066.862302,0.000000,0.000000
node_40,2394.484972,-17.699480,-1205.139234,-2066.670206,-1175.141068,2077.269587
node_44,2393.663807,-18.597105,-1205.684561,-2065.905519,-1174.303966,2077.241760
node_54,2393.927192,-17.186906,-1204.962473,-2066.045341,-1173.570090,2078.511326
node_57,2392.437586,-19.979931,-1205.711944,-2063.689393,-1170.891049,2078.188921
node_61,2389.351322,-26.145298,-1207.030023,-2059.157001,-1164.998663,2077.280463
node_67,2477.151076,-29.508784,-1215.497421,-2071.029978,-1184.956238,2115.846540
node_72,2476.679107,-30.237219,-1215.851507,-2069.908375,-1184.052357,2115.911331
node_78,2475.683014,-31.381605,-1216.556687,-2068.904647,-1183.416788,2115.873598
node_81,2475.731882,-31.870185,-1216.297688,-2068.866283,-1182.151871,2115.725606
node_89,2474.689500,-31.057761,-1218.101012,-2066.148372,-1184.047256,2116.768181
node_91,2474.616317,-31.140708,-1218.148055,-2066.064035,-1183.939670,2116.767875
node_93,2474.480951,-31.223483,-1218.262893,-2065.981034,-1184.006108,2116.773130
node_97,2476.837505,-30.149603,-1215.594839,-2070.792389,-1184.492811,2115.685121
node_101,2476.583341,-30.688841,-1215.649579,-2070.674149,-1184.134811,2115.523461
node_105,2476.039064,-31.281435,-1216.018202,-2070.559575,-1184.412367,2115.391704
node_108,2475.486766,-32.137957,-1216.206474,-2070.871118,-1184.609971,2115.047521
node_110,2472.878295,-34.052312,0.000000,0.000000,0.000000,0.000000
node_135,2395.830259,-15.982136,-1204.333382,-2068.066843,-1176.529090,2077.318127
node_149,2401.766903,0.002091,-1200.877273,-2079.992608,-1200.887724,2079.982075
node_150,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_151,2393.258573,-19.181226,-1205.886892,-2065.306023,-1173.396256,2077.248132
node_152,2398.724111,-10.794919,-1202.459294,-2069.327934,-1179.504514,2079.402536
node_160,2389.348969,-26.142115,-1207.027209,-2059.156658,-1164.999878,2077.277626
node_197,2476.836917,-30.148783,-1215.594342,-2070.792328,-1184.493146,2115.684398
node_250,2395.262262,-18.268119,-1204.165136,-2068.861817,-1174.758840,2076.147237
node_300,2475.486955,-32.138052,-1216.206646,-2070.871248,-1184.609965,2115.047720
node_450,2476.951220,-30.123418,-1215.554061,-2070.260730,-1183.837835,2115.817244
node_610,275.694383,-3.016765,-139.272695,-237.595039,-134.422923,239.686207
node_901,2391.808854,-4.031360,0.000000,0.000000,0.000000,0.000000
node_2501,2395.306664,-17.761761,0.000000,0.000000,-1182.646613,2089.396936
node_6101,2389.351322,-26.145298,-1207.030023,-2059.157001,-1164.998663,2077.280463
node_15001,2401.770572,-0.000789,-1200.883266,-2079.993307,-1200.884473,2079.989412
node_16001,2478.944303,-27.121618,-1214.568694,-2072.023329,-1186.842102,2116.222660
load_1,2401.785448,-2.856091,-1200.907240,-2075.960814,-1192.962008,2080.076784
load_2,0.000000,0.000000,-1200.922273,-2075.850656,0.000000,0.000000
load_4,0.000000,0.000000,0.000000,0.000000,-1191.992216,2079.677217
load_5,0.000000,0.000000,0.000000,0.000000,-1191.654224,2079.538028
load_6,0.000000,0.000000,0.000000,0.000000,-1191.360342,2079.416838
load_7,2401.741262,-4.842039,-1201.057823,-2072.949750,-1187.537297,2080.194078
load_9,2406.845157,-4.053897,0.000000,0.000000,0.000000,0.000000
load_10,2401.651753,-0.097297,0.000000,0.000000,0.000000,0.000000
load_11,2401.526164,-0.194452,0.000000,0.000000,0.000000,0.000000
load_12,0.000000,0.000000,-1201.133552,-2070.721493,0.000000,0.000000
load_16,0.000000,0.000000,0.000000,0.000000,-1177.856456,2078.634046
load_17,0.000000,0.000000,0.000000,0.000000,-1178.383951,2078.896895
load_19,2395.326038,-16.369790,0.000000,0.000000,0.000000,0.000000
load_20,2394.997545,-16.620804,0.000000,0.000000,0.000000,0.000000
load_22,0.000000,0.000000,-1204.446562,-2067.484165,0.000000,0.000000
load_24,0.000000,0.000000,0.000000,0.000000,-1174.932716,2076.470134
load_28,2395.155536,-18.090535,-1204.303018,-2068.782118,-1175.226381,2076.252705
load_29,2395.138710,-18.278082,-1204.262821,-2068.862049,-1175.034988,2076.152490
load_30,2395.262255,-18.268115,-1204.165129,-2068.861813,-1174.758839,2076.147229
load_31,0.000000,0.000000,0.000000,0.000000,-1182.158923,2089.195211
load_32,0.000000,0.000000,0.000000,0.000000,-1181.983166,2089.121778
load_33,2394.644673,-18.568781,0.000000,0.000000,0.000000,0.000000
load_34,0.000000,0.000000,0.000000,0.000000,-1178.843988,2079.100035
load_35,2394.909215,-17.190907,-1204.871423,-2067.149745,-1175.795609,2077.288954
load_37,2394.250359,-17.704946,0.000000,0.000000,0.000000,0.000000
load_38,0.000000,0.000000,-1205.247504,-2066.546923,0.000000,0.000000
load_39,0.000000,0.000000,-1205.274770,-2066.341918,0.000000,0.000000
load_41,0.000000,0.000000,0.000000,0.000000,-1174.731049,2077.066849
load_42,2393.983807,-18.203425,-1205.491018,-2066.187500,-1174.701438,2077.269463
load_43,0.000000,0.000000,-1205.574304,-2065.556354,0.000000,0.000000
load_45,2393.461623,-18.751584,0.000000,0.000000,0.000000,0.000000
load_46,2393.309972,-18.867435,0.000000,0.000000,0.000000,0.000000
load_47,2393.365155,-18.920515,-1205.888778,-2065.473202,-1173.772574,2077.267570
load_48,2393.289373,-19.027058,-1205.929626,-2065.357090,-1173.654783,2077.276006
load_49,2393.290375,-19.014883,-1205.938687,-2065.246191,-1173.558911,2077.312335
load_50,2393.309365,-19.097980,-1205.868672,-2065.272563,-1173.378966,2077.278249
load_51,2393.258525,-19.181204,-1205.886848,-2065.305993,-1173.396256,2077.248084
load_52,2395.924801,-14.556834,-1203.898028,-2067.628724,-1176.282563,2078.826434
load_53,2394.664322,-16.227245,-1204.564671,-2066.678900,-1174.623979,2078.613923
load_55,2393.843724,-17.239871,-1205.033320,-2065.995749,-1173.611064,2078.513680
load_56,2393.815941,-17.200037,-1205.083427,-2065.902232,-1173.633047,2078.549261
load_58,0.000000,0.000000,-1205.753677,-2063.373765,0.000000,0.000000
load_59,0.000000,0.000000,-1205.774530,-2063.215945,0.000000,0.000000
load_60,2389.351264,-26.145269,-1207.029972,-2059.156972,-1164.998656,2077.280400
load_62,2389.068359,-26.310580,-1206.751363,-2058.675638,-1164.193035,2076.456016
load_63,2388.865775,-26.399765,-1206.566685,-2058.309833,-1163.735610,2076.005361
load_64,2388.785225,-26.519656,-1206.136647,-2057.588913,-1162.770776,2075.085303
load_65,2388.603679,-26.764953,-1205.859599,-2057.356233,-1161.683045,2073.867383
load_66,2388.620026,-26.886076,-1205.816729,-2057.489397,-1161.218633,2073.274591
load_68,2476.554721,-29.958806,0.000000,0.000000,0.000000,0.000000
load_69,2475.871258,-30.474388,0.000000,0.000000,0.000000,0.000000
load_70,2475.386608,-30.839998,0.000000,0.000000,0.000000,0.000000
load_71,2475.113110,-31.046171,0.000000,0.000000,0.000000,0.000000
load_73,0.000000,0.000000,0.000000,0.000000,-1183.093823,2115.503937
load_74,0.000000,0.000000,0.000000,0.000000,-1182.280489,2115.158162
load_75,0.000000,0.000000,0.000000,0.000000,-1181.815722,2114.960513
load_76,2476.154921,-30.770550,-1216.318660,-2069.108472,-1183.853749,2115.977774
load_77,2475.761362,-31.236194,-1216.537942,-2068.890985,-1183.516856,2115.915149
load_79,2475.517656,-31.625669,-1216.619578,-2069.020994,-1183.473393,2115.785982
load_80,2475.659871,-31.557026,-1216.512887,-2068.723886,-1182.821962,2115.861125
load_82,2475.666079,-32.034697,-1216.297483,-2068.943428,-1182.089409,2115.663615
load_83,2475.700632,-32.034787,-1216.259815,-2068.942681,-1181.992712,2115.660542
load_84,0.000000,0.000000,0.000000,0.000000,-1180.975424,2115.225276
load_85,0.000000,0.000000,0.000000,0.000000,-1180.423531,2114.990263
load_86,2475.399503,-30.945628,-1217.360368,-2067.333789,-1184.101493,2116.473315
load_87,2474.834001,-31.036228,-1217.944457,-2066.438737,-1184.135233,2116.697266
load_88,2474.659926,-31.167431,0.000000,0.000000,0.000000,0.000000
load_90,0.000000,0.000000,-1218.137115,-2065.864695,0.000000,0.000000
load_92,0.000000,0.000000,0.000000,0.000000,-1183.591270,2116.619815
load_94,2474.370557,-31.404431,-1218.304085,-2066.066748,-1184.043761,2116.708275
load_95,2474.420845,-31.136433,-1218.371032,-2065.776835,-1184.053612,2116.850836
load_96,0.000000,0.000000,-1218.387153,-2065.650801,0.000000,0.000000
load_98,2476.771470,-30.260421,-1215.641201,-2070.661010,-1184.377211,2115.684550
load_99,2476.860560,-30.125104,-1215.658645,-2070.268500,-1184.067155,2115.826629
load_100,2476.951099,-30.123358,-1215.553951,-2070.260647,-1183.837839,2115.817117
load_102,0.000000,0.000000,0.000000,0.000000,-1183.307739,2115.147060
load_103,0.000000,0.000000,0.000000,0.000000,-1182.301900,2114.683359
load_104,0.000000,0.000000,0.000000,0.000000,-1181.488378,2114.337495
load_106,0.000000,0.000000,-1216.091283,-2069.992690,0.000000,0.000000
load_107,0.000000,0.000000,-1216.184584,-2069.268266,0.000000,0.000000
load_109,2473.624999,-33.490232,0.000000,0.000000,0.000000,0.000000
load_111,2472.592196,-34.267829,0.000000,0.000000,0.000000,0.000000
load_112,2472.629331,-34.239627,0.000000,0.000000,0.000000,0.000000
load_113,2471.844887,-34.829560,0.000000,0.000000,0.000000,0.000000
load_114,2471.683087,-34.951336,0.000000,0.000000,0.000000,0.000000
cap_83,2475.700632,-32.034787,-1216.259815,-2068.942681,-1181.992712,2115.660542
cap_88,2474.659926,-31.167431,0.000000,0.000000,0.000000,0.000000
cap_90,0.000000,0.000000,-1218.137115,-2065.864695,0.000000,0.000000
cap_92,0.000000,0.000000,0.000000,0.000000,-1183.591270,2116.619815
node_251,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_350,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_451,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
node_195,2401.777120,0.000000,-1200.888560,-2080.000000,-1200.888560,2080.000000
