# output/curr_dump.csv run at 2018-03-01 00:00:00 PST on 230 links
link_name,currA_real,currA_imag,currB_real,currB_imag,currC_real,currC_imag
sw250to251,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw300to350,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw450to451,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
sw95to195,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
xfrm_1A,3.510306,-0.473808,0.000000,0.000000,0.000000,0.000000
xfrm_2B,0.000000,0.000000,-1.081995,-1.403666,0.000000,0.000000
xfrm_4C,0.000000,0.000000,0.000000,0.000000,-1.340296,3.283671
xfrm_5C,0.000000,0.000000,0.000000,0.000000,-0.671026,1.641081
xfrm_6C,0.000000,0.000000,0.000000,0.000000,-1.339938,3.284378
xfrm_7A,4.447508,-0.924510,0.000000,0.000000,0.000000,0.000000
xfrm_9A,3.505256,-0.475100,0.000000,0.000000,0.000000,0.000000
xfrm_10A,1.755156,-0.233586,0.000000,0.000000,0.000000,0.000000
xfrm_11A,3.511078,-0.469941,0.000000,0.000000,0.000000,0.000000
xfrm_12B,0.000000,0.000000,-1.084808,-1.404125,0.000000,0.000000
xfrm_16C,0.000000,0.000000,0.000000,0.000000,-1.984026,5.704286
xfrm_17C,0.000000,0.000000,0.000000,0.000000,-0.664756,1.647338
xfrm_19A,3.513703,-0.494216,0.000000,0.000000,0.000000,0.000000
xfrm_20A,3.513965,-0.494619,0.000000,0.000000,0.000000,0.000000
xfrm_22B,0.000000,0.000000,-2.178135,-2.804322,0.000000,0.000000
xfrm_24C,0.000000,0.000000,0.000000,0.000000,-1.326572,3.300953
xfrm_28A,5.594261,-1.042702,0.000000,0.000000,0.000000,0.000000
xfrm_29A,3.513475,-0.497034,0.000000,0.000000,0.000000,0.000000
xfrm_30C,0.000000,0.000000,0.000000,0.000000,-1.326729,3.301274
xfrm_31C,0.000000,0.000000,0.000000,0.000000,-0.661368,1.643088
xfrm_32C,0.000000,0.000000,0.000000,0.000000,-0.661317,1.643186
xfrm_33A,3.513886,-0.497513,0.000000,0.000000,0.000000,0.000000
xfrm_34C,0.000000,0.000000,0.000000,0.000000,-1.895582,5.373884
xfrm_35A,3.513928,-0.495464,0.000000,0.000000,0.000000,0.000000
xfrm_37A,3.514450,-0.496288,0.000000,0.000000,0.000000,0.000000
xfrm_38B,0.000000,0.000000,-1.088553,-1.402165,0.000000,0.000000
xfrm_39B,0.000000,0.000000,-1.088673,-1.402171,0.000000,0.000000
xfrm_41C,0.000000,0.000000,0.000000,0.000000,-1.232338,3.727746
xfrm_42A,1.756973,-0.247203,0.000000,0.000000,0.000000,0.000000
xfrm_43B,0.000000,0.000000,-2.181031,-2.803414,0.000000,0.000000
xfrm_45A,1.757164,-0.247633,0.000000,0.000000,0.000000,0.000000
xfrm_46A,1.757225,-0.247726,0.000000,0.000000,0.000000,0.000000
xfrm_47A,2.636033,-0.372633,0.000000,0.000000,0.000000,0.000000
xfrm_47B,0.000000,0.000000,-1.635029,-2.102576,0.000000,0.000000
xfrm_47C,0.000000,0.000000,0.000000,0.000000,-0.994178,2.475504
xfrm_48A,6.153119,-0.879023,0.000000,0.000000,0.000000,0.000000
xfrm_48B,0.000000,0.000000,-3.824524,-4.903348,0.000000,0.000000
xfrm_48C,0.000000,0.000000,0.000000,0.000000,-2.312596,5.783017
xfrm_49A,2.636072,-0.372743,0.000000,0.000000,0.000000,0.000000
xfrm_49B,0.000000,0.000000,-3.824745,-4.903371,0.000000,0.000000
xfrm_49C,0.000000,0.000000,0.000000,0.000000,-0.993982,2.475635
xfrm_50C,0.000000,0.000000,0.000000,0.000000,-1.324174,3.301980
xfrm_51A,1.757216,-0.247959,0.000000,0.000000,0.000000,0.000000
xfrm_52A,5.594689,-1.034261,0.000000,0.000000,0.000000,0.000000
xfrm_53A,3.514368,-0.494076,0.000000,0.000000,0.000000,0.000000
xfrm_55A,1.757143,-0.246504,0.000000,0.000000,0.000000,0.000000
xfrm_56B,0.000000,0.000000,-1.088839,-1.402333,0.000000,0.000000
xfrm_58B,0.000000,0.000000,-1.090443,-1.402217,0.000000,0.000000
xfrm_59B,0.000000,0.000000,-1.090536,-1.402222,0.000000,0.000000
xfrm_60A,1.758331,-0.253286,0.000000,0.000000,0.000000,0.000000
xfrm_62C,0.000000,0.000000,0.000000,0.000000,-1.315713,3.310846
xfrm_63A,3.517721,-0.509657,0.000000,0.000000,0.000000,0.000000
xfrm_64B,0.000000,0.000000,-3.839522,-4.905890,0.000000,0.000000
xfrm_65A,2.638175,-0.381672,0.000000,0.000000,0.000000,0.000000
xfrm_65B,0.000000,0.000000,-3.395359,-3.881464,0.000000,0.000000
xfrm_65C,0.000000,0.000000,0.000000,0.000000,-2.297423,5.805369
xfrm_66C,0.000000,0.000000,0.000000,0.000000,-2.940215,8.228780
xfrm_68A,1.717830,-0.251306,0.000000,0.000000,0.000000,0.000000
xfrm_69A,3.436715,-0.505839,0.000000,0.000000,0.000000,0.000000
xfrm_70A,1.718249,-0.251978,0.000000,0.000000,0.000000,0.000000
xfrm_71A,3.437259,-0.506713,0.000000,0.000000,0.000000,0.000000
xfrm_73C,0.000000,0.000000,0.000000,0.000000,-1.295270,3.274378
xfrm_74C,0.000000,0.000000,0.000000,0.000000,-1.294805,3.275264
xfrm_75C,0.000000,0.000000,0.000000,0.000000,-1.294540,3.275771
xfrm_76A,8.595240,-1.283891,0.000000,0.000000,0.000000,0.000000
xfrm_76B,0.000000,0.000000,-3.830562,-4.880420,0.000000,0.000000
xfrm_76C,0.000000,0.000000,0.000000,0.000000,-2.262178,5.733339
xfrm_77B,0.000000,0.000000,-2.185384,-2.789729,0.000000,0.000000
xfrm_79A,5.796277,-1.139588,0.000000,0.000000,0.000000,0.000000
xfrm_80B,0.000000,0.000000,-2.185545,-2.789794,0.000000,0.000000
xfrm_82A,3.436558,-0.508025,0.000000,0.000000,0.000000,0.000000
xfrm_83C,0.000000,0.000000,0.000000,0.000000,-0.647971,1.636732
xfrm_84C,0.000000,0.000000,0.000000,0.000000,-0.647682,1.637287
xfrm_85C,0.000000,0.000000,0.000000,0.000000,-1.293125,3.276987
xfrm_86B,0.000000,0.000000,-1.092523,-1.394920,0.000000,0.000000
xfrm_87B,0.000000,0.000000,-4.150106,-4.763613,0.000000,0.000000
xfrm_88A,3.437631,-0.506930,0.000000,0.000000,0.000000,0.000000
xfrm_90B,0.000000,0.000000,-2.189778,-2.788474,0.000000,0.000000
xfrm_92C,0.000000,0.000000,0.000000,0.000000,-1.294657,3.273397
xfrm_94A,3.437835,-0.507290,0.000000,0.000000,0.000000,0.000000
xfrm_95B,0.000000,0.000000,-1.093720,-1.394486,0.000000,0.000000
xfrm_96B,0.000000,0.000000,-1.093793,-1.394490,0.000000,0.000000
xfrm_98A,3.435969,-0.505447,0.000000,0.000000,0.000000,0.000000
xfrm_99B,0.000000,0.000000,-2.183276,-2.790475,0.000000,0.000000
xfrm_100C,0.000000,0.000000,0.000000,0.000000,-1.295698,3.273568
xfrm_102C,0.000000,0.000000,0.000000,0.000000,-0.648878,1.636275
xfrm_103C,0.000000,0.000000,0.000000,0.000000,-1.933015,5.666033
xfrm_104C,0.000000,0.000000,0.000000,0.000000,-1.294833,3.276364
xfrm_106B,0.000000,0.000000,-2.183883,-2.790024,0.000000,0.000000
xfrm_107B,0.000000,0.000000,-2.184725,-2.790066,0.000000,0.000000
xfrm_109A,5.476024,-1.057657,0.000000,0.000000,0.000000,0.000000
xfrm_111A,1.719108,-0.254505,0.000000,0.000000,0.000000,0.000000
xfrm_112A,1.719095,-0.254483,0.000000,0.000000,0.000000,0.000000
xfrm_113A,3.439316,-0.512322,0.000000,0.000000,0.000000,0.000000
xfrm_114A,1.719434,-0.255029,0.000000,0.000000,0.000000,0.000000
